YuShan2020	35.71	4.76	0.00	9.52	11.90	2.38	7.14	9.52	9.52	4.76	2.38	2.38	2
AHUT-SC	21.67	18.33	11.67	5.00	13.33	1.67	5.00	3.33	1.67	3.33	8.33	6.67	2
YuShan2020	11.76	17.65	5.88	23.53	0.00	23.53	5.88	0.00	5.88	5.88	0.00	0.00	0
AHUT-SC	25.58	16.28	13.95	0.00	4.65	2.33	9.30	11.63	6.98	6.98	0.00	2.33	1
YuShan2017	17.95	5.13	15.38	2.56	10.26	10.26	10.26	7.69	5.13	7.69	2.56	5.13	0
AHUT-SC	23.60	15.73	8.99	7.87	7.87	12.36	5.62	7.87	3.37	2.25	1.12	3.37	6
YuShan2017	11.11	11.11	11.11	0.00	22.22	11.11	5.56	11.11	16.67	0.00	0.00	0.00	0
AHUT-SC	23.68	26.32	13.16	5.26	7.89	2.63	0.00	10.53	0.00	0.00	2.63	7.89	1
HELIOS2019	14.71	17.65	17.65	2.94	5.88	5.88	8.82	14.71	2.94	5.88	2.94	0.00	0
AHUT-SC	32.86	14.29	15.71	11.43	10.00	4.29	5.71	1.43	1.43	1.43	1.43	0.00	1
HELIOS2019	15.38	26.92	7.69	3.85	3.85	3.85	15.38	7.69	3.85	3.85	3.85	3.85	1
AHUT-SC	26.88	18.28	8.60	9.68	4.30	4.30	5.38	2.15	3.23	4.30	9.68	3.23	0
HELIOS2018	26.92	7.69	19.23	7.69	7.69	3.85	7.69	0.00	7.69	3.85	3.85	3.85	2
AHUT-SC	30.59	13.53	9.41	8.24	4.71	2.94	7.65	3.53	4.12	4.12	2.94	8.24	0
CYRUS2019	20.00	22.22	4.44	4.44	4.44	13.33	6.67	4.44	4.44	2.22	8.89	4.44	1
AHUT-SC	36.22	20.47	7.87	3.94	4.72	4.72	3.15	3.15	3.15	7.09	3.15	2.36	2
CYRUS2019	23.33	10.00	16.67	10.00	3.33	13.33	10.00	3.33	3.33	0.00	3.33	3.33	0
AHUT-SC	44.00	20.00	11.20	3.20	4.80	4.00	3.20	4.00	0.80	4.00	0.00	0.80	0
CYRUS2018	42.86	14.29	7.14	7.14	7.14	0.00	7.14	0.00	0.00	0.00	14.29	0.00	0
AHUT-SC	44.52	17.12	8.22	4.11	4.79	5.48	4.79	2.74	2.74	5.48	0.00	0.00	2
AHUT-SC	42.22	17.78	17.78	4.44	6.67	0.00	0.00	6.67	0.00	2.22	0.00	2.22	2
YuShan2020	14.29	19.05	7.14	7.14	9.52	4.76	14.29	4.76	4.76	4.76	2.38	7.14	0
AHUT-SC	30.19	13.21	11.32	7.55	1.89	9.43	7.55	3.77	1.89	3.77	5.66	3.77	4
YuShan2017	13.16	18.42	5.26	2.63	10.53	2.63	7.89	13.16	7.89	5.26	2.63	10.53	0
AHUT-SC	38.33	16.67	10.00	5.00	3.33	0.00	8.33	5.00	0.00	8.33	1.67	3.33	2
MT2018SJB	20.93	16.28	6.98	4.65	6.98	2.33	9.30	6.98	2.33	6.98	4.65	11.63	0
AHUT-SC	30.00	18.33	11.67	10.00	5.00	5.00	1.67	3.33	3.33	3.33	3.33	5.00	1
MT2018SJB	32.35	17.65	2.94	5.88	11.76	14.71	0.00	2.94	0.00	5.88	2.94	2.94	0
AHUT-SC	13.51	21.62	8.11	5.41	5.41	5.41	8.11	5.41	0.00	5.41	8.11	13.51	4
MT2018SJB	28.99	13.04	2.90	7.25	13.04	5.80	4.35	4.35	7.25	2.90	5.80	4.35	0
AHUT-SC	38.46	17.58	8.79	4.40	3.30	2.20	4.40	6.59	2.20	5.49	4.40	2.20	0
HELIOS2019	21.74	10.87	10.87	4.35	6.52	13.04	8.70	6.52	8.70	2.17	4.35	2.17	0
AHUT-SC	27.71	15.66	7.23	7.23	10.84	6.02	7.23	2.41	2.41	4.82	2.41	6.02	0
HELIOS2018	25.81	6.45	12.90	3.23	12.90	6.45	6.45	0.00	3.23	6.45	3.23	12.90	2
AHUT-SC	31.48	16.67	12.04	8.33	2.78	6.48	5.56	0.93	3.70	1.85	7.41	2.78	0
HELIOS2018	20.00	11.11	8.89	13.33	2.22	15.56	11.11	0.00	2.22	4.44	6.67	4.44	1
AHUT-SC	32.03	15.62	10.94	9.38	7.81	3.12	3.91	3.12	3.91	4.69	3.12	2.34	0
Fractals2019	46.15	23.08	7.69	7.69	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0
AHUT-SC	35.00	6.25	12.50	6.25	3.75	6.25	6.25	5.00	5.00	2.50	6.25	5.00	1
Fractals2019	21.05	26.32	5.26	0.00	15.79	26.32	0.00	0.00	0.00	0.00	0.00	5.26	0
AHUT-SC	32.61	20.65	4.35	6.52	5.43	5.43	4.35	1.09	4.35	3.26	8.70	3.26	2
Fractals2019	0.00	0.00	18.18	18.18	18.18	0.00	18.18	0.00	0.00	0.00	9.09	18.18	0
AHUT-SC	36.52	20.00	12.17	3.48	0.87	10.43	7.83	3.48	0.87	1.74	0.00	2.61	2
CYRUS2019	14.63	14.63	14.63	7.32	4.88	12.20	9.76	9.76	2.44	2.44	4.88	2.44	0
AHUT-SC	36.36	21.21	8.48	8.48	5.45	4.85	1.21	2.42	2.42	2.42	3.03	3.64	1
CYRUS2018	31.58	15.79	5.26	0.00	5.26	15.79	5.26	5.26	0.00	5.26	5.26	5.26	0
AHUT-SC	34.29	18.29	6.86	8.57	4.00	8.00	5.71	4.57	1.71	1.71	5.14	1.14	0
CYRUS2018	23.08	23.08	3.85	15.38	0.00	0.00	3.85	15.38	0.00	7.69	7.69	0.00	2
