YuShan2020	27.27	15.91	20.45	6.82	6.82	2.27	4.55	4.55	2.27	2.27	4.55	2.27	2
AHUT-SC	35.00	15.00	7.50	7.50	2.50	12.50	7.50	0.00	5.00	2.50	2.50	2.50	2
YuShan2020	34.69	22.45	6.12	4.08	6.12	4.08	6.12	8.16	2.04	6.12	0.00	0.00	0
AHUT-SC	37.66	19.48	9.09	7.79	5.19	0.00	2.60	3.90	6.49	3.90	1.30	2.60	1
YuShan2017	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0
AHUT-SC	33.75	20.00	10.00	8.75	2.50	2.50	2.50	2.50	3.75	5.00	5.00	3.75	6
YuShan2017	71.43	19.05	4.76	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0
AHUT-SC	48.48	17.17	8.08	4.04	3.03	4.04	2.02	0.00	2.02	5.05	3.03	3.03	1
HELIOS2019	31.25	18.75	12.50	9.38	3.12	9.38	0.00	3.12	3.12	3.12	3.12	3.12	0
AHUT-SC	42.11	28.95	5.26	2.63	2.63	2.63	2.63	0.00	0.00	5.26	2.63	5.26	1
HELIOS2019	26.19	28.57	9.52	2.38	9.52	9.52	2.38	2.38	2.38	0.00	7.14	0.00	1
AHUT-SC	43.33	10.00	23.33	3.33	0.00	0.00	6.67	3.33	3.33	0.00	3.33	3.33	0
HELIOS2018	20.00	35.00	15.00	5.00	5.00	0.00	10.00	0.00	5.00	0.00	0.00	5.00	2
AHUT-SC	33.33	23.81	9.52	9.52	0.00	4.76	0.00	4.76	4.76	4.76	4.76	0.00	0
CYRUS2019	32.18	28.74	10.34	9.20	4.60	2.30	0.00	0.00	1.15	4.60	3.45	3.45	1
AHUT-SC	43.75	18.75	18.75	6.25	0.00	0.00	6.25	0.00	0.00	6.25	0.00	0.00	2
CYRUS2019	44.78	22.39	13.43	4.48	4.48	2.99	1.49	1.49	2.99	0.00	1.49	0.00	0
AHUT-SC	32.14	35.71	7.14	3.57	0.00	3.57	10.71	3.57	0.00	0.00	3.57	0.00	0
CYRUS2018	50.00	26.19	9.52	0.00	0.00	4.76	4.76	2.38	0.00	0.00	0.00	2.38	0
AHUT-SC	41.94	19.35	6.45	6.45	0.00	0.00	3.23	0.00	9.68	6.45	3.23	3.23	2
AHUT-SC	49.21	17.46	11.11	1.59	1.59	1.59	7.94	3.17	3.17	1.59	0.00	1.59	2
YuShan2020	41.03	10.26	7.69	7.69	5.13	7.69	2.56	2.56	7.69	2.56	2.56	2.56	0
AHUT-SC	33.98	24.27	10.68	1.94	2.91	4.85	2.91	5.83	4.85	1.94	4.85	0.97	4
YuShan2017	50.00	28.57	0.00	0.00	0.00	0.00	0.00	7.14	7.14	7.14	0.00	0.00	0
AHUT-SC	39.78	18.28	13.98	3.23	2.15	2.15	2.15	2.15	2.15	5.38	2.15	6.45	2
MT2018SJB	34.00	22.00	18.00	6.00	6.00	0.00	2.00	6.00	2.00	2.00	0.00	2.00	0
AHUT-SC	33.33	18.52	17.28	2.47	3.70	6.17	4.94	3.70	1.23	3.70	2.47	2.47	1
MT2018SJB	46.30	20.37	7.41	1.85	5.56	1.85	3.70	3.70	1.85	1.85	3.70	1.85	0
AHUT-SC	34.94	22.89	12.05	3.61	0.00	8.43	4.82	1.20	4.82	1.20	3.61	2.41	4
MT2018SJB	46.43	32.14	3.57	0.00	0.00	7.14	0.00	3.57	7.14	0.00	0.00	0.00	0
AHUT-SC	21.43	35.71	14.29	14.29	0.00	0.00	0.00	7.14	0.00	0.00	0.00	7.14	0
HELIOS2019	14.29	28.57	14.29	0.00	14.29	14.29	0.00	14.29	0.00	0.00	0.00	0.00	0
AHUT-SC	47.83	26.09	8.70	0.00	0.00	0.00	4.35	0.00	0.00	8.70	0.00	4.35	0
HELIOS2018	44.19	20.93	9.30	0.00	6.98	4.65	2.33	0.00	6.98	2.33	0.00	2.33	2
AHUT-SC	52.00	20.00	4.00	4.00	4.00	4.00	4.00	0.00	0.00	4.00	0.00	4.00	0
HELIOS2018	35.71	21.43	7.14	3.57	0.00	0.00	7.14	10.71	7.14	3.57	0.00	3.57	1
AHUT-SC	37.04	29.63	14.81	0.00	0.00	0.00	3.70	11.11	3.70	0.00	0.00	0.00	0
Fractals2019	14.29	57.14	0.00	14.29	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0
AHUT-SC	43.86	15.79	7.02	5.26	0.00	0.00	7.02	5.26	7.02	3.51	0.00	5.26	1
Fractals2019	25.00	12.50	12.50	25.00	12.50	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0
AHUT-SC	42.17	16.87	7.23	3.61	2.41	2.41	3.61	2.41	6.02	3.61	3.61	6.02	2
Fractals2019	33.33	16.67	16.67	0.00	0.00	0.00	16.67	0.00	0.00	0.00	0.00	16.67	0
AHUT-SC	31.25	12.50	18.75	12.50	0.00	6.25	0.00	0.00	0.00	6.25	6.25	6.25	2
CYRUS2019	28.57	26.98	19.05	4.76	6.35	9.52	3.17	0.00	0.00	0.00	1.59	0.00	0
AHUT-SC	21.74	34.78	26.09	4.35	8.70	0.00	0.00	0.00	4.35	0.00	0.00	0.00	1
CYRUS2018	42.86	0.00	7.14	7.14	14.29	21.43	0.00	0.00	0.00	7.14	0.00	0.00	0
AHUT-SC	38.46	15.38	7.69	7.69	0.00	7.69	0.00	0.00	7.69	0.00	7.69	7.69	0
CYRUS2018	35.42	10.42	14.58	8.33	6.25	6.25	8.33	0.00	0.00	4.17	0.00	6.25	2
