YuShan2020	0.00	2.27	11.36	13.64	11.36	31.82	25.00	4.55	2
AHUT-SC	0.00	10.00	5.00	17.50	25.00	15.00	15.00	12.50	2
YuShan2020	0.00	10.20	10.20	16.33	8.16	16.33	18.37	20.41	0
AHUT-SC	0.00	6.49	12.99	9.09	18.18	23.38	16.88	12.99	1
YuShan2017	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0
AHUT-SC	0.00	11.25	11.25	12.50	23.75	18.75	16.25	6.25	6
YuShan2017	0.00	4.76	14.29	14.29	14.29	9.52	19.05	23.81	0
AHUT-SC	0.00	6.06	8.08	22.22	20.20	14.14	17.17	12.12	1
HELIOS2019	0.00	9.38	21.88	6.25	15.62	9.38	15.62	21.88	0
AHUT-SC	0.00	7.89	10.53	0.00	13.16	15.79	28.95	23.68	1
HELIOS2019	0.00	4.76	11.90	7.14	19.05	14.29	19.05	23.81	1
AHUT-SC	0.00	13.33	13.33	13.33	20.00	13.33	16.67	10.00	0
HELIOS2018	0.00	5.00	25.00	15.00	0.00	15.00	20.00	20.00	2
AHUT-SC	0.00	9.52	9.52	14.29	4.76	28.57	19.05	14.29	0
CYRUS2019	0.00	5.75	1.15	6.90	5.75	18.39	26.44	35.63	1
AHUT-SC	0.00	18.75	6.25	6.25	6.25	37.50	25.00	0.00	2
CYRUS2019	0.00	4.48	2.99	7.46	17.91	22.39	25.37	19.40	0
AHUT-SC	0.00	7.14	10.71	17.86	17.86	17.86	14.29	14.29	0
CYRUS2018	0.00	11.90	7.14	4.76	4.76	19.05	26.19	26.19	0
AHUT-SC	0.00	3.23	12.90	25.81	6.45	9.68	16.13	25.81	2
AHUT-SC	0.00	12.70	0.00	15.87	9.52	23.81	17.46	20.63	2
YuShan2020	0.00	7.69	10.26	10.26	10.26	12.82	30.77	17.95	0
AHUT-SC	0.00	12.62	6.80	10.68	18.45	26.21	15.53	9.71	4
YuShan2017	0.00	14.29	7.14	28.57	14.29	14.29	7.14	14.29	0
AHUT-SC	0.00	7.53	9.68	20.43	10.75	12.90	13.98	24.73	2
MT2018SJB	0.00	6.00	8.00	10.00	10.00	14.00	10.00	42.00	0
AHUT-SC	0.00	7.41	7.41	17.28	22.22	24.69	9.88	11.11	1
MT2018SJB	0.00	7.41	18.52	5.56	22.22	7.41	24.07	14.81	0
AHUT-SC	0.00	3.61	10.84	13.25	14.46	24.10	21.69	12.05	4
MT2018SJB	0.00	7.14	14.29	3.57	28.57	28.57	10.71	7.14	0
AHUT-SC	0.00	0.00	7.14	7.14	14.29	21.43	14.29	35.71	0
HELIOS2019	0.00	42.86	0.00	14.29	0.00	0.00	14.29	28.57	0
AHUT-SC	0.00	0.00	4.35	21.74	8.70	17.39	30.43	17.39	0
HELIOS2018	0.00	6.98	11.63	6.98	13.95	25.58	23.26	11.63	2
AHUT-SC	0.00	4.00	4.00	28.00	12.00	16.00	24.00	12.00	0
HELIOS2018	0.00	21.43	7.14	21.43	21.43	10.71	10.71	7.14	1
AHUT-SC	0.00	3.70	7.41	11.11	11.11	11.11	25.93	29.63	0
Fractals2019	0.00	0.00	0.00	0.00	0.00	42.86	14.29	42.86	0
AHUT-SC	0.00	5.26	14.04	15.79	22.81	12.28	24.56	5.26	1
Fractals2019	0.00	0.00	12.50	0.00	0.00	50.00	0.00	37.50	0
AHUT-SC	0.00	10.84	8.43	30.12	14.46	19.28	12.05	4.82	2
Fractals2019	0.00	16.67	16.67	0.00	33.33	0.00	16.67	16.67	0
AHUT-SC	0.00	0.00	6.25	25.00	18.75	25.00	12.50	12.50	2
CYRUS2019	0.00	11.11	4.76	0.00	14.29	20.63	26.98	22.22	0
AHUT-SC	0.00	13.04	4.35	17.39	8.70	21.74	17.39	17.39	1
CYRUS2018	0.00	14.29	7.14	21.43	7.14	28.57	14.29	7.14	0
AHUT-SC	0.00	7.69	7.69	7.69	30.77	15.38	15.38	15.38	0
CYRUS2018	0.00	14.58	2.08	4.17	14.58	12.50	27.08	25.00	2
