YuShan2020	38.89	5.56	0.00	11.11	0.00	11.11	11.11	0.00	0.00	11.11	11.11	0.00	2
AHUT-SC	26.32	15.79	21.05	5.26	0.00	5.26	5.26	5.26	10.53	0.00	0.00	5.26	2
YuShan2020	34.48	17.24	3.45	3.45	0.00	13.79	3.45	3.45	6.90	10.34	3.45	0.00	0
AHUT-SC	17.24	17.24	17.24	3.45	13.79	0.00	10.34	10.34	3.45	0.00	6.90	0.00	1
YuShan2017	38.46	7.69	7.69	0.00	15.38	7.69	7.69	7.69	0.00	7.69	0.00	0.00	0
AHUT-SC	42.86	16.67	14.29	2.38	2.38	2.38	2.38	7.14	2.38	0.00	2.38	4.76	6
YuShan2017	31.25	12.50	6.25	12.50	18.75	6.25	0.00	0.00	6.25	0.00	6.25	0.00	0
AHUT-SC	43.55	17.74	6.45	6.45	1.61	4.84	6.45	3.23	1.61	4.84	1.61	1.61	1
HELIOS2019	20.00	16.00	12.00	8.00	4.00	0.00	24.00	4.00	4.00	4.00	4.00	0.00	0
AHUT-SC	40.43	23.40	6.38	4.26	2.13	0.00	0.00	4.26	0.00	4.26	12.77	2.13	1
HELIOS2019	37.04	11.11	14.81	0.00	7.41	7.41	3.70	7.41	7.41	3.70	0.00	0.00	1
AHUT-SC	39.22	15.69	9.80	7.84	0.00	1.96	7.84	1.96	1.96	1.96	3.92	7.84	0
HELIOS2018	16.67	22.22	16.67	5.56	0.00	22.22	5.56	5.56	0.00	0.00	0.00	5.56	2
AHUT-SC	31.58	21.05	7.89	7.02	7.89	5.26	1.75	6.14	1.75	4.39	1.75	3.51	0
CYRUS2019	20.00	0.00	0.00	20.00	0.00	20.00	0.00	0.00	20.00	0.00	20.00	0.00	1
AHUT-SC	43.02	17.44	9.30	6.98	2.33	3.49	2.33	3.49	3.49	2.33	1.16	4.65	2
CYRUS2019	25.00	20.83	20.83	0.00	8.33	4.17	8.33	0.00	4.17	4.17	4.17	0.00	0
AHUT-SC	46.91	13.58	6.17	4.94	6.17	4.94	4.94	1.23	3.70	4.94	1.23	1.23	0
CYRUS2018	25.00	12.50	25.00	0.00	6.25	18.75	6.25	0.00	0.00	0.00	0.00	6.25	0
AHUT-SC	47.42	15.46	13.40	2.06	6.19	6.19	2.06	0.00	2.06	1.03	3.09	1.03	2
AHUT-SC	25.00	18.18	4.55	9.09	0.00	13.64	6.82	2.27	9.09	2.27	2.27	6.82	2
YuShan2020	25.71	17.14	11.43	17.14	2.86	5.71	5.71	5.71	0.00	0.00	2.86	5.71	0
AHUT-SC	35.94	23.44	7.81	4.69	6.25	7.81	1.56	1.56	4.69	1.56	4.69	0.00	4
YuShan2017	50.00	0.00	16.67	0.00	0.00	16.67	0.00	16.67	0.00	0.00	0.00	0.00	0
AHUT-SC	48.72	15.38	2.56	5.13	5.13	2.56	7.69	7.69	0.00	0.00	5.13	0.00	2
MT2018SJB	18.18	13.64	13.64	4.55	0.00	9.09	4.55	9.09	9.09	4.55	9.09	4.55	0
AHUT-SC	33.33	14.29	14.29	11.90	4.76	2.38	0.00	2.38	4.76	0.00	0.00	11.90	1
MT2018SJB	58.06	12.90	9.68	3.23	3.23	3.23	3.23	3.23	3.23	0.00	0.00	0.00	0
AHUT-SC	28.57	16.33	8.16	4.08	14.29	4.08	2.04	6.12	0.00	8.16	2.04	6.12	4
MT2018SJB	30.00	30.00	0.00	10.00	0.00	5.00	5.00	0.00	0.00	15.00	0.00	5.00	0
AHUT-SC	29.17	13.89	9.72	6.94	4.17	4.17	11.11	9.72	0.00	1.39	4.17	5.56	0
HELIOS2019	50.00	8.82	8.82	8.82	5.88	0.00	2.94	2.94	5.88	2.94	0.00	2.94	0
AHUT-SC	25.86	20.69	8.62	6.90	5.17	10.34	0.00	1.72	1.72	1.72	6.90	10.34	0
HELIOS2018	35.00	20.00	20.00	5.00	5.00	0.00	0.00	0.00	5.00	5.00	5.00	0.00	2
AHUT-SC	37.80	22.83	8.66	4.72	3.15	5.51	3.94	4.72	2.36	3.15	1.57	1.57	0
HELIOS2018	17.39	8.70	4.35	8.70	17.39	8.70	4.35	4.35	8.70	8.70	8.70	0.00	1
AHUT-SC	32.08	20.75	13.21	4.72	3.77	0.94	4.72	4.72	2.83	4.72	3.77	3.77	0
Fractals2019	17.39	30.43	8.70	8.70	0.00	13.04	0.00	0.00	8.70	4.35	0.00	8.70	0
AHUT-SC	30.51	23.73	6.78	6.78	3.39	5.08	6.78	3.39	0.00	3.39	3.39	6.78	1
Fractals2019	30.77	15.38	11.54	23.08	11.54	0.00	0.00	0.00	0.00	0.00	3.85	3.85	0
AHUT-SC	35.09	22.81	8.77	7.02	3.51	1.75	5.26	1.75	5.26	1.75	1.75	5.26	2
Fractals2019	20.00	25.00	25.00	0.00	5.00	10.00	10.00	5.00	0.00	0.00	0.00	0.00	0
AHUT-SC	32.89	15.79	5.26	9.21	5.26	7.89	5.26	5.26	0.00	3.95	3.95	5.26	2
CYRUS2019	33.33	33.33	4.76	4.76	0.00	0.00	9.52	0.00	0.00	0.00	9.52	4.76	0
AHUT-SC	41.28	12.84	9.17	8.26	3.67	7.34	2.75	6.42	3.67	3.67	0.00	0.92	1
CYRUS2018	15.00	10.00	20.00	25.00	10.00	5.00	10.00	5.00	0.00	0.00	0.00	0.00	0
AHUT-SC	33.90	21.19	11.86	6.78	4.24	4.24	1.69	4.24	3.39	3.39	3.39	1.69	0
CYRUS2018	32.14	7.14	3.57	10.71	0.00	10.71	3.57	7.14	7.14	3.57	10.71	3.57	2
